inventory,source_table,source_field,description_fr,has_value_domain,source_dictionary_sha256
PET5,DENDRO_TIGES,IN_VETERAN,Indicateur d'arbre vétéran,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,HT_TIG_CAS,Hauteur de la tige cassée (m),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,NB_TIGE,Nombre de tiges dénombrées avec les mêmes informations,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,TIGE_HA,Nombre de tiges à l'hectare (tiges/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,ST_HA,Surface terrière à l'hectare (m²/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,VMB_HA,Volume marchand brut à l'hectare (m³/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,B_ARB_MA_BO_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Bois de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,B_ARB_MA_EC_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Écorce de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,B_ARB_BR_HA,"Biomasse aérienne des arbres à l'hectare (ta/ha) - Bois et écorce des branches incluant, pour les essences résineuses, la partie supérieure non marchande du tronc",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,B_ARB_FE_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Feuillage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,B_ARB_SOUCHE_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Bois et écorce de la souche,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,B_ARB_TOT_HA,"Biomasse aérienne des arbres à l'hectare (ta/ha) - Total toutes composantes (bois, écorce, branches et feuillage)",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,C_ARB_MA_BO_HA,Carbone aérien des arbres à l'hectare (t/ha) - Bois de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,C_ARB_MA_EC_HA,Carbone aérien des arbres à l'hectare (t/ha) - Écorce de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,C_ARB_BR_HA,"Carbone aérien des arbres à l'hectare (t/ha) - Bois et écorce des branches incluant, pour les essences résineuses, la partie supérieure non marchande du tronc",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,C_ARB_FE_HA,Carbone aérien des arbres à l'hectare (t/ha) - Feuillage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,C_ARB_SOUCHE_HA,Carbone aérien des arbres à l'hectare (ta/ha) - Bois et écorce de la souche,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES,C_ARB_TOT_HA,"Carbone aérien des arbres à l'hectare (t/ha) - Total toutes composantes (bois, écorce, branches et feuillage)",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,ESSENCE,Essence,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,CL_DHP,Classe de diamètre à hauteur de poitrine (cm),Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,NB_TIGE,Nombre de tiges dénombrées avec les mêmes informations,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,TIGE_HA,Nombre de tiges à l'hectare (tiges/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,ST_HA,Surface terrière à l'hectare (m²/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,B_ARB_BO_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Bois de l'ensemble du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,B_ARB_BR_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Bois et écorce des branches,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,B_ARB_EC_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Écorce de l'ensemble du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,B_ARB_FE_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Feuillage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,B_ARB_TOT_HA,"Biomasse aérienne des arbres à l'hectare (ta/ha) - Total toutes composantes (bois, écorce, branches et feuillage)",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,C_ARB_BO_HA,Carbone aérien des arbres à l'hectare (t/ha) - Bois de l'ensemble du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,C_ARB_BR_HA,Carbone aérien des arbres à l'hectare (t/ha) - Bois et écorce des branches,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,C_ARB_EC_HA,Carbone aérien des arbres à l'hectare (t/ha) - Écorce de l'ensemble du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,C_ARB_FE_HA,Carbone aérien des arbres à l'hectare (t/ha) - Feuillage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_GAULES,C_ARB_TOT_HA,"Carbone aérien des arbres à l'hectare (t/ha) - Total toutes composantes (bois, écorce, branches et feuillage)",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,CAT_CO_CMP,"Catégorie définissant l'échelle de compilation des résultats (essence, groupe d'attribution, type d'essences ou total toutes essences)",Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,CO_CMP,Code identifiant une essence ou un regroupement d'essences au sein d'une catégorie,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,TIGE_HA,Nombre de tiges à l'hectare (tiges/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,ST_HA,Surface terrière à l'hectare (m²/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,VMB_HA,Volume marchand brut à l'hectare (m²/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,VMB_TIGE,Volume marchand brut moyen par tige (dm³/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,DHPQ,Diamètre à hauteur de poitrine moyen quadratique (cm),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,DHPQ,Diamètre à hauteur de poitrine moyen quadratique (cm),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,B_ARB_MA_BO_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Bois de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,B_ARB_MA_EC_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Écorce de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,B_ARB_BR_HA,"Biomasse aérienne des arbres à l'hectare (ta/ha) - Bois et écorce des branches incluant, pour les essences résineuses, la partie supérieure non marchande du tronc",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,B_ARB_FE_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Feuillage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,B_ARB_SOUCHE_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Bois et écorce de la souche,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,B_ARB_TOT_HA,"Biomasse aérienne des arbres à l'hectare (ta/ha) - Total toutes composantes (bois, écorce, branches et feuillage)",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,C_ARB_MA_BO_HA,Carbone aérien des arbres à l'hectare (t/ha) - Bois de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,C_ARB_MA_EC_HA,Carbone aérien des arbres à l'hectare (t/ha) - Écorce de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,C_ARB_BR_HA,"Carbone aérien des arbres à l'hectare (t/ha) - Bois et écorce des branches incluant, pour les essences résineuses, la partie supérieure non marchande du tronc",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,C_ARB_FE_HA,Carbone aérien des arbres à l'hectare (t/ha) - Feuillage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,C_ARB_SOUCHE_HA,Carbone aérien des arbres à l'hectare (ta/ha) - Bois et écorce de la souche,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_TIGES_CMP,C_ARB_TOT_HA,"Carbone aérien des arbres à l'hectare (t/ha) - Total toutes composantes (bois, écorce, branches et feuillage)",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,NO_ARBRE,Numéro d'arbre,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,ID_ARBRE,Identifiant de l'arbre,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,MET_SELEC,Méthode de sélection de l'arbre-étude,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,ESSENCE,Essence,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,CL_DEFOL,Classe de défoliation,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,CL_QUAL,Classe de qualité,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,ETAGE_ARB,Étage de l'arbre par rapport aux autres arbres du peuplement,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,DHP,Diamètre à hauteur de poitrine (mm),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,HAUT_ARBRE,Hauteur de l'arbre (dm),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,NIVLECTAGE,Niveau de lecture de l'âge (cm),Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,AGE,Âge,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,AGE_SANSOP,Âge sans période d'oppression,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,SOURCE_AGE,Source de l'âge,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,CAR_AUTFEU,Indicateur de récolte de carotte pour autres feuillus,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,LONG_RAYON,Longueur du rayon (mm),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES_ETUDES,LONG_10,Longueur des 10 dernières années (mm),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,NO_ARBRE,Numéro d'arbre,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,ID_ARBRE,Identifiant de l'arbre,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,MET_SELEC,Méthode de sélection de l'arbre-étude,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,ETAT,État de la tige,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,ESSENCE,Essence,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,CL_DHP,Classe de diamètre à hauteur de poitrine (cm),Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,DHP,Diamètre à hauteur de poitrine (mm),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,IN_1410,Indicateur de présence dans la placette de 14.10 m de rayon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,CL_DEFOL,Classe de défoliation,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,CL_QUAL,Classe de qualité,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,HT_TIG_CAS,Hauteur de la tige cassée (m),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,IN_VETERAN,Indicateur d'arbre vétéran,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,HAUT_ARBRE,Hauteur de l'arbre (dm),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,ETAGE_ARB,Étage de l'arbre par rapport aux autres arbres du peuplement,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,NIVLECTAGE,Niveau de lecture de l'âge (cm),Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,AGE,Âge,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,AGE_SANSOP,Âge sans période d'oppression,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,SOURCE_AGE,Source de l'âge,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,CAR_AUTFEU,Indicateur de récolte de carotte pour autres feuillus,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,LONG_RAYON,Longueur du rayon (mm),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,LONG_10,Longueur des 10 dernières années (mm),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,HAUT_ESTI,Hauteur estimée de la tige (dm),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,TIGE_HA,Nombre de tiges à l'hectare (tiges/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,ST_HA,Surface terrière à l'hectare (m²/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,VMB_HA,Volume marchand brut à l'hectare (m³/ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,B_ARB_MA_BO_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Bois de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,B_ARB_MA_EC_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Écorce de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,B_ARB_BR_HA,"Biomasse aérienne des arbres à l'hectare (ta/ha) - Bois et écorce des branches incluant, pour les essences résineuses, la partie supérieure non marchande du tronc",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,B_ARB_FE_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Feuillage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,B_ARB_SOUCHE_HA,Biomasse aérienne des arbres à l'hectare (ta/ha) - Bois et écorce de la souche,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,B_ARB_TOT_HA,"Biomasse aérienne des arbres à l'hectare (ta/ha) - Total toutes composantes (bois, écorce, branches et feuillage)",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,C_ARB_MA_BO_HA,Carbone aérien des arbres à l'hectare (t/ha) - Bois de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,C_ARB_MA_EC_HA,Carbone aérien des arbres à l'hectare (t/ha) - Écorce de la partie marchande du tronc,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,C_ARB_BR_HA,"Carbone aérien des arbres à l'hectare (t/ha) - Bois et écorce des branches incluant, pour les essences résineuses, la partie supérieure non marchande du tronc",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,C_ARB_FE_HA,Carbone aérien des arbres à l'hectare (t/ha) - Feuillage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,C_ARB_SOUCHE_HA,Carbone aérien des arbres à l'hectare (ta/ha) - Bois et écorce de la souche,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,DENDRO_ARBRES,C_ARB_TOT_HA,"Carbone aérien des arbres à l'hectare (t/ha) - Total toutes composantes (bois, écorce, branches et feuillage)",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,CLASSI_ECO_PE,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,CLASSI_ECO_PE,ZONE_VEG,Zone de végétation,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,CLASSI_ECO_PE,SZONE_VEG,Sous-zone de végétation,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,CLASSI_ECO_PE,DOM_BIO,Domaine bioclimatique,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,CLASSI_ECO_PE,SDOM_BIO,Sous-domaine bioclimatique,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,CLASSI_ECO_PE,REG_ECO,Région écologique,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,CLASSI_ECO_PE,SREG_ECO,Sous-région écologique,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,CLASSI_ECO_PE,UPAYS_REG,Unité de paysage régional,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,CLASSI_ECO_PE,DIS_ECO,District écologique,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_SOND,TYPE_TERRI,Type de périmètre du territoire d'intérêt,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_SOND,NO_TERRI,Numéro de référence du territoire d'intérêt utilisé selon le type de périmètre,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_SOND,NOM_TERRI,Nom du territoire,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_SOND,US_FOR,Unité de sondage de la carte écoforestière,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_SOND,AN_SON_PE,Année de réalisation des placettes-échantillons,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_SOND,MET_SOND,Méthode générale de définition du plan de sondage,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_SOND,SUP_FOR_US,Superficie forestière de l'unité de sondage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_SOND,SUP_SOND,Superficie sondée,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_SOND,PET5,Nombre total de PET du 4e inventaire établies dans l'unité de sondage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_SOND,RM_SOND_US,Remarques concernant le plan de sondage à l'échelle de l'unité de sondage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_NOTES_PE,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_NOTES_PE,NOTES,Toutes notes jugées pertinentes par l'équipe terrain qui ne peut être saisie dans aucun autre attribut,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_NOTES_PE,RM_SOND_PE,Remarques concernant le plan de sondage à l'échelle de la placette,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_PRJ_PE,NO_PRJ,Numéro du projet à l'implantation de la placette,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_PRJ_PE,AN_SOND,Année du sondage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_PRJ_PE,NOM_PRJ,Nom du projet de sondage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_PRJ_PE,ORGORIGINE,Organisme d'origine,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET5,META_PRJ_PE,NBRE_PE,Nombre total de PET,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
