record_id,plot_id,species_code,diameter_mm_raw,tree_height_dm_raw,study_height_dm_raw,tree_age_raw,study_age_raw,age_source_code,age_reading_height_cm,survey_date_raw,study_selection_method,canopy_code_raw,ecological_region_code_raw,source_file_sha256
7309802801001,7309802801,ERR,343,213,213,,,,,2021-08-31T00:00:00.000Z,S,C,4c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
7601802602034,7601802602,ERR,125,136,136,,,,,2019-07-22T00:00:00.000Z,S,C,3c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
7601806001018,7601806001,ERR,315,296,296,,,,,2019-06-30T00:00:00.000Z,S,C,3c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
9509900601011,9509900601,ERR,338,273,273,,,,,2022-07-19T00:00:00.000Z,R,C,2b,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
9509901401002,9509901401,ERR,293,196,196,,,,,2022-06-26T00:00:00.000Z,R,C,2b,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
9700902502049,9700902502,ERR,132,156,156,,,,,2020-06-22T00:00:00.000Z,S,I,3b,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1700500501030,1700500501,SAB,99,78,78,27,27,4,100,2017-09-21T00:00:00.000Z,L,I,3a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1700506904027,1700506904,SAB,157,150,150,36,36,4,100,2017-06-30T00:00:00.000Z,L,C,3a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1700708503040,1700708503,SAB,149,129,129,64,64,4,100,2017-07-17T00:00:00.000Z,L,I,4b,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1701009604040,1701009604,SAB,101,81,81,19,19,4,100,2017-07-31T00:00:00.000Z,L,C,5e,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1701013702019,1701013702,SAB,95,75,75,20,20,4,100,2017-07-16T00:00:00.000Z,L,O,5e,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1701105602022,1701105602,SAB,121,103,103,18,18,4,100,2017-06-16T00:00:00.000Z,L,C,4c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1701108404006,1701108404,SAB,145,77,77,54,54,4,100,2017-08-27T00:00:00.000Z,L,C,5e,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1701108503078,1701108503,SAB,160,134,134,68,68,4,100,2017-09-06T00:00:00.000Z,L,C,5e,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1701202102033,1701202102,SAB,104,101,101,26,26,4,100,2017-07-14T00:00:00.000Z,L,C,5e,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1701213103033,1701213103,SAB,229,180,180,58,58,4,100,2017-10-12T00:00:00.000Z,L,C,4d,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1706701801014,1706701801,SAB,129,101,101,67,67,4,100,2017-07-04T00:00:00.000Z,L,O,3a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1900102501003,1900102501,SAB,104,103,103,31,31,4,100,2019-07-09T00:00:00.000Z,L,C,4f,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1900503402004,1900503402,SAB,117,89,89,18,18,4,100,2019-08-07T00:00:00.000Z,L,C,4g,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1900515801041,1900515801,SAB,121,163,163,49,49,4,100,2019-07-16T00:00:00.000Z,L,C,4g,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1900519804023,1900519804,SAB,259,217,217,93,93,4,100,2019-06-26T00:00:00.000Z,L,C,4g,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1900607803011,1900607803,SAB,123,109,109,35,35,4,100,2019-09-15T00:00:00.000Z,L,C,4h,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1900706903022,1900706903,SAB,186,139,139,25,25,4,100,2019-07-09T00:00:00.000Z,L,C,4f,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1901800804059,1901800804,SAB,161,127,127,27,27,4,100,2019-09-11T00:00:00.000Z,L,C,5i,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
1901803602034,1901803602,SAB,253,185,185,73,73,4,100,2019-08-26T00:00:00.000Z,L,C,5h,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2000405701004,2000405701,SAB,123,100,100,33,33,4,100,2020-06-14T00:00:00.000Z,L,C,3a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2000410201051,2000410201,SAB,114,84,84,63,63,4,100,2020-09-04T00:00:00.000Z,L,I,3a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2000414703020,2000414703,SAB,153,169,169,61,61,4,100,2020-08-12T00:00:00.000Z,L,C,3a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2000605304029,2000605304,SAB,100,96,96,62,62,4,100,2020-08-05T00:00:00.000Z,L,I,4b,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2000802603049,2000802603,SAB,92,128,128,35,35,4,100,2020-07-27T00:00:00.000Z,L,I,4a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2000802803015,2000802803,SAB,108,94,94,55,55,4,100,2020-08-25T00:00:00.000Z,L,I,4a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2001004804003,2001004804,SAB,114,113,113,27,27,4,100,2020-07-31T00:00:00.000Z,L,I,4b,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2002300703023,2002300703,SAB,146,111,111,37,37,4,100,2020-06-23T00:00:00.000Z,L,I,4a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2100100102049,2100100102,SAB,119,124,124,37,37,4,100,2021-09-11T00:00:00.000Z,L,C,5a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2100513802034,2100513802,SAB,91,83,83,66,66,4,100,2021-06-07T00:00:00.000Z,L,I,5a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2100801703008,2100801703,SAB,204,126,126,34,34,4,100,2021-07-11T00:00:00.000Z,L,C,4c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2101004102053,2101004102,SAB,169,124,124,28,28,4,100,2021-06-25T00:00:00.000Z,L,C,3c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2101104701007,2101104701,SAB,161,127,127,87,87,4,100,2021-06-23T00:00:00.000Z,L,C,3c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2107703001016,2107703001,SAB,133,85,85,15,15,4,100,2022-06-07T00:00:00.000Z,L,C,3d,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2200235904025,2200235904,SAB,111,110,110,49,49,4,100,2022-09-27T00:00:00.000Z,L,I,4c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2200337003042,2200337003,SAB,124,150,150,54,54,4,100,2022-09-04T00:00:00.000Z,L,C,4c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2200469201002,2200469201,SAB,162,123,123,45,45,6,100,2022-09-26T00:00:00.000Z,L,I,4c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2201213103002,2201213103,SAB,157,134,134,42,42,4,100,2022-08-18T00:00:00.000Z,L,I,3d,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2300118302017,2300118302,SAB,105,136,136,65,65,4,100,2023-07-18T00:00:00.000Z,L,I,3c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2300227304015,2300227304,SAB,130,155,155,40,40,4,100,2023-08-26T00:00:00.000Z,L,C,3c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2300230102010,2300230102,SAB,117,135,135,35,35,4,100,2023-09-21T00:00:00.000Z,L,I,3c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2300919503104,2300919503,SAB,132,111,111,38,38,4,100,2023-06-20T00:00:00.000Z,L,C,5e,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2301442902025,2301442902,SAB,114,83,83,35,35,4,100,2023-08-30T00:00:00.000Z,L,O,3c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2400322004012,2400322004,SAB,112,87,87,61,61,4,100,2024-05-26T00:00:00.000Z,L,O,5c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2400408804029,2400408804,SAB,118,74,74,50,50,6,100,2024-08-05T00:00:00.000Z,L,I,6s,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
2400930901026,2400930901,SAB,151,153,153,63,63,4,100,2024-10-03T00:00:00.000Z,L,C,5d,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
7209905002048,7209905002,SAB,231,148,148,51,51,4,100,2018-07-27T00:00:00.000Z,S,C,4b,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
7501703702045,7501703702,SAB,134,132,132,35,35,4,100,2018-10-15T00:00:00.000Z,S,C,4a,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
7509400301072,7509400301,SAB,98,65,65,32,32,4,100,2018-09-15T00:00:00.000Z,L,O,5b,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
7601804602084,7601804602,SAB,108,71,71,16,16,4,100,2019-08-02T00:00:00.000Z,L,O,3c,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
9203622602019,9203622602,SAB,120,96,96,27,27,4,100,2016-09-22T00:00:00.000Z,L,C,5e,a59c96d55cfea48233f6699369f9235f6fe809cc80eb75170201db7345a290da
